"maxO3" "T6" "T9" "T12" "T15" "Ne6" "Ne9" "Ne12" "Ne15" "Vx6" "Vx9" "Vx12" "Vx15" "Vx18" "maxO3v" "Vent12"
76 12.4 13.6 14.1 14.8 7 8 8 8 -0.8856 -1.0766 -2.4625 -3.6 -3.9853 94 "S"
81 13.9 14.7 17.7 16.8 7 8 8 7 -0.8856 -2.55 -3.1 -3.1 -6.2354 76 "S"
89 11.7 15.3 17.3 16.5 5 6 5 5 -0.5383 -3.9853 -5.2709 -5.2709 -5.5155 81 "S"
95 12.2 15.6 16.5 15 7 7 6 6 0 -3.6 -4.6281 -7.7055 -5.3694 89 "S"
93 9.4 14.8 16.9 16.6 1 4 4 5 -1.0603 -3.5507 -3.9853 -5.3694 -3.9068 95 "S"
99 12 16.7 19.2 19.1 8 6 7 6 0.8856 -5.2709 -6.6646 -4.6281 -2.6354 93 "W"
118 11.2 19.2 23.9 26.1 7 6 5 4 0.9848 3.1408 2.3747 3.9068 1.9926 99 "E"
130 13.1 21 24.5 27.1 5 5 7 6 -1 0.9848 -1.9734 1.6087 3.0529 118 "W"
164 18.6 25.1 28.1 28.7 1 2 0 0 2.913 0.8856 0.8856 -3.1 -4.7924 130 "S"
95 15.2 17.9 21.1 21.6 5 5 5 4 -2.6847 -4.7924 -2.6847 -2.6847 0 164 "W"
69 11.1 11.3 12.3 12.5 8 8 8 8 0 -0.3647 -1.9926 1.9926 -1.3499 95 "N"
84 9.4 14.3 18.2 18.9 3 6 6 6 -2.0681 -4.0377 -2.3747 -1.3499 0 69 "W"
86 10 15.2 18 19.8 4 6 7 6 0 -0.9848 -0.866 -0.866 -1.05 84 "W"
68 12.1 17.6 18.6 19.4 7 6 8 8 0 0.3647 -1.9734 -0.9848 -0.866 86 "W"
126 12.5 20.2 24.1 25.9 1 3 7 5 0 -0.3647 -1.3499 -2.05 -2.6847 68 "S"
86 14.2 16.3 20.9 18.5 8 7 5 6 -2.05 -3.5507 -4.7495 -7.0906 -6.2 126 "W"
79 11.5 16.4 18.2 19.5 4 7 7 6 -2.6354 -3.8527 -6.1058 -7.0906 0 86 "W"
63 10.3 14.1 16 14.8 7 7 8 7 -0.5 -1.9734 -2.913 -3.1408 -3.2782 79 "W"
61 15.1 17.5 18.7 18.6 8 7 6 7 -2.6847 -3.1 -1.3499 1.4023 -0.8856 63 "N"
88 10.7 14.7 17.5 19.6 1 1 4 6 5.0225 4.0377 4.0377 2.3747 5.0225 61 "E"
105 11.1 16.2 19.6 21.9 0 0 2 1 3.0529 4.0377 4.7924 5.1 3.9068 88 "E"
131 12.6 18.2 21.2 22.3 2 2 2 2 2.0681 3.8527 4.7495 3.1 1.0766 105 "E"
125 12.9 19.5 21.8 21.8 1 1 1 4 0.7182 2.6354 6.1058 4.7495 0.8856 131 "E"
108 12.5 18.3 20.2 21 1 1 3 2 1.05 2.05 0 0.8856 2.1205 125 "N"
109 12.3 17 20.2 21.5 0 0 1 2 2.0681 3.0529 3.0529 1.05 0.8856 108 "E"
98 12.7 16.4 18.8 20.1 0 2 3 1 1.0603 0 -0.5209 -0.6946 -1.7101 109 "N"
99 9.2 15.9 19.2 21.8 1 1 1 4 -1.7321 -1.9926 -3.0529 -3.0529 -6.1058 98 "W"
92 14.8 15.7 19.9 21.6 8 8 7 6 0 -2.8046 -4.6281 -5.0225 -6.1058 99 "S"
73 15.1 20.1 21.8 23 8 4 7 8 -0.7182 -3.2139 -2.5 -3.4641 -3.4641 92 "S"
129 22.1 29.3 33 34.3 1 2 2 3 2.6847 2.2981 -0.6946 -2.9544 -1.0419 95 "S"
93 15.6 17.3 22.9 24.7 8 8 6 6 -1.7101 -2.6354 -0.712 -0.712 -0.712 129 "N"
88 15.7 20.2 23.4 25.1 3 2 1 4 -1.0603 0.6946 1.3681 0 -1.0419 93 "N"
130 14.9 22.6 28.1 30.9 1 1 1 1 0 1.7321 2.9544 1.5321 2.5981 88 "E"
175 22.2 28 32 34.2 7 7 5 5 0.766 1.55 5.0225 -1.05 3.2782 130 "E"
144 20 21.6 26 26.9 5 8 6 6 -1.0603 -3 -3 -4.5963 -3.4641 175 "S"
108 16.4 18.3 20.5 22 8 8 8 8 -0.3473 0 0 0 -0.6946 144 "N"
111 18.1 23.1 27.7 28.6 7 6 4 2 0.684 2.5981 3.7588 3.0642 3.8302 108 "E"
142 18.6 23.8 29.3 33.7 4 4 1 5 2 1.4023 3.1408 2.6354 4.1 111 "E"
111 22.6 29.8 28.5 26.9 3 1 7 2 1.6087 3.9853 0 -3.1 -2.6354 142 "S"
102 17.5 20.9 24 25.2 5 6 4 4 1.55 0.712 -3.6 -6.2816 -5.8261 111 "S"
87 15.7 19.7 23.7 18.9 7 6 6 7 -1.55 -4.7495 -7.1014 -5.8261 -3.9068 102 "W"
57 15.6 18.1 18.3 19.3 8 8 8 8 -2.6354 -4.3301 -3.8302 -3.8302 -4.3301 87 "W"
68 17.2 19.2 22.5 23.4 8 7 7 7 -3.7588 -2.8191 -3.2139 -1.3681 -1.3681 57 "S"
86 15 19.8 23.2 27 1 5 5 5 -0.766 -1.05 -0.7182 -2.6847 -0.8856 68 "N"
75 13 17.8 19.6 21.8 6 5 5 7 -5.0225 -6.5778 -7.7942 -6.5778 -0.5209 86 "W"
58 11.8 16.2 17.8 17.7 7 8 8 8 0.684 -0.8682 -2.0521 -3.2139 -3.0642 75 "S"
71 14.4 17.4 17.7 19.8 7 7 8 7 -3.9392 -5.3694 -4.4167 -4.1 -3.1 58 "W"
77 14 17.4 19.2 21.1 8 7 7 5 -4.0377 -3.8302 -3 -3.5 -3 71 "N"
103 13.1 19.2 21.5 23.9 3 3 5 2 -1.5321 -1.2856 -2.5 -1.0419 0 77 "N"
127 15.1 18.2 20.9 23.3 8 7 5 5 -1.9284 1.7101 1.0419 3 2.3941 103 "N"
117 15.1 22.3 24.3 25.5 0 1 4 3 0 0.8682 0 3 2.5 127 "N"
120 16.5 25.3 29.8 30.3 0 0 1 1 -2.2981 1.9926 6.2354 4.7495 1.2503 117 "E"
138 17.8 22.1 25.8 27.9 0 0 1 3 0 2.05 2.6354 2.6354 2.1205 120 "N"
139 14.8 19.6 28.5 30.4 8 1 1 1 0.5383 0.3473 2.2981 2.2981 1.7101 138 "E"
172 15.6 26.6 31.3 31.7 0 1 1 3 -0.9397 1 -0.6428 -0.684 -2.8191 139 "N"
168 18.1 27.5 31.2 32.2 1 1 1 0 -0.684 0 0 -0.6946 2.0521 172 "N"
96 16.3 22.2 27.2 28.2 8 1 0 0 -0.5209 -0.5209 1.3681 0 -0.8682 168 "N"
126 15.8 22.5 28.5 30.9 4 4 1 1 0.1736 1.05 2.05 2.6847 0 96 "N"
86 17.5 20.4 24.2 25.3 8 5 4 4 -3.5507 -3.1408 -6.1058 -7.0906 -5.8261 126 "W"
80 16.3 19.9 21.6 23.8 7 8 7 6 -4.1 -4.7924 -5.1 -4.4167 -5.0225 86 "W"
61 18.1 21.7 24.1 24.9 5 5 7 6 -2.1 -5.0225 -4.7495 -1.7443 -2.1205 80 "W"
55 17.2 22.8 23.6 25.4 8 5 7 5 -0.9848 -2.6354 -0.8856 -0.8856 0 61 "N"
118 15.5 20.8 24.8 25.6 2 1 3 5 -2.0681 -1.3681 -1.9284 -1.3681 -1.0419 55 "N"
58 16.3 18.7 19.6 19 8 8 8 8 -0.766 -1.7321 -1.8794 0 1 118 "W"
82 17.8 20.1 23.5 23.3 8 7 4 5 0 -4.7495 -7.7055 -6.2816 -4.6281 58 "W"
78 16.8 19.9 21.3 21.6 7 7 8 7 -3.9853 -5.1962 -4.5963 -5.6382 -4.3301 82 "W"
67 16.7 18.4 19.4 22 8 8 8 6 0.684 0.712 -1.4023 -1.9926 -3.2782 78 "S"
85 18.4 20.2 19.3 25.7 8 8 8 4 1.05 2.5981 1 3.7588 3.9392 67 "E"
78 19 23.2 25.8 25.5 7 5 6 5 0 -3 -4.4995 -5.1423 -4.4995 85 "S"
98 15.5 19.1 21.9 23.9 1 4 6 4 -3 -2.8191 -3.9392 -4.6985 -5.9088 78 "W"
96 13.4 18.5 22.1 22.8 2 4 3 5 -0.9848 -3.4641 -3.7588 -7.5175 -6.5778 98 "W"
68 13.4 18.7 18.3 19.1 3 6 7 7 -3 -5.0225 -1.3499 -2.3747 -3.9068 96 "N"
77 14.3 17.3 20.6 22.1 7 5 5 6 -0.9848 0 -0.9397 1.2856 0.6946 68 "W"
89 12 19.3 22.4 24.7 0 3 2 3 -1.8794 -0.5383 -1.3499 -1.05 -0.8856 77 "N"
61 14 19.8 23.5 22.6 7 7 7 8 -0.6428 -4.6985 -5.6382 -6.5778 -2 72 "W"
87 12.1 19.5 22.8 23.6 5 5 5 5 -1.5321 -2.1205 -2.55 -2.55 1.7443 61 "N"
88 14.9 17 19.2 22 8 7 7 4 -1.8187 0.6428 1.05 0 2.1205 87 "N"
99 11.6 20 22.8 23.5 5 1 1 2 -0.9848 4.0377 3.9068 4.7924 3.9068 88 "E"
112 10.9 19.3 23.3 25.9 1 2 1 1 -0.342 5.3694 5.3694 4.7495 1.0766 99 "E"
114 11.6 22.2 26.2 27.2 1 1 1 1 -0.5 1.3681 2.5 3 0 112 "N"
82 13.9 22.5 24.9 26.4 1 5 6 7 -0.9848 1.6087 -2.05 -2.05 0 114 "N"
70 13.4 19.7 22.1 22.6 1 4 5 6 -2.0681 -1.9734 -2.55 0 -0.8856 82 "N"
71 11.6 19.1 23.5 25.1 2 3 3 5 -0.9397 -0.9848 -4.0377 -4.7924 -6.1058 70 "W"
69 16.8 19.7 21.4 21.2 4 6 5 5 -3.8527 -3.1 -3.1 -1.4239 -2.55 71 "N"
81 11.6 20.1 23 24.2 1 2 4 3 -0.9397 1.9926 1.4023 3.2782 4.6281 69 "N"
95 11.9 20 23.2 25.2 0 1 1 0 0.7182 6.1058 6.1058 3.9068 2.6354 81 "E"
127 13.9 23 27 29.4 1 2 3 2 0.1736 4.0377 6.2354 3.8527 1.55 95 "E"
154 13.3 23.1 29 30.1 0 0 1 3 -0.6428 -1.7321 -0.866 -3.7588 -1.2155 127 "W"
104 16.8 19 21 22 6 7 5 3 -3.5507 -2.3941 -4 -3 -2.0521 154 "N"
61 12.9 18.4 18.7 20.7 5 6 7 6 -2.8191 -1.2155 -1.0419 -1.2155 2.0521 104 "N"
94 10.8 20 22.1 24.1 1 4 7 5 -1.8794 0 -1.7443 1.0766 1.0766 61 "N"
57 11.2 14.7 18.8 21.9 4 8 8 8 -0.1736 -1.2856 -1.0261 -2.2981 -2 94 "S"
74 13.5 18.1 21.6 21.9 7 4 3 2 -2.6847 -1.0766 0.8856 -0.8856 0 57 "N"
69 9.5 18.1 20.1 19 2 6 8 8 0.1736 -2.55 -6.2354 -3.6 -2.55 74 "W"
79 14.1 17.3 22.1 22.3 7 7 7 4 -1.8187 -4.924 -6.0622 -6.5778 -4.5963 69 "W"
75 9.6 18.2 21.4 21.4 1 1 5 5 -0.5 -3 -3.7588 -3.9392 -3.9392 79 "W"
78 12.1 16.8 20.4 21.4 7 7 7 7 -0.6428 -0.866 -2.5981 -3.4641 -2.2981 75 "W"
101 11 20.2 24.5 26 5 5 3 3 -0.6428 0.9848 0.5 -0.9848 0.3647 78 "S"
121 12.2 22.2 26.7 27.7 1 1 1 1 0 0.866 3.0529 3.5507 1.7443 101 "E"
145 13.5 24.4 29.2 30.9 0 0 1 1 0.5 4.7924 3.5507 2.6847 3.0529 121 "E"
148 18.6 25.9 31.6 27.8 1 1 5 6 1.9734 -1.7443 0 -3.8527 -5.8261 145 "S"
98 17.7 21.7 20.2 24.3 8 6 8 5 -1.3499 -2.6847 -2.6354 -2.6354 -3.8527 148 "S"
87 11.6 19.8 24.1 26.1 3 5 5 4 -0.9848 2.5712 0.5209 1.9284 0.8682 98 "N"
140 15.9 23 28.7 31.3 5 3 1 4 1 3.9392 4.3301 3.0642 2.9544 87 "E"
150 18.8 25.8 28.7 27.8 3 3 4 5 0.9848 2.6847 -1.4023 -5.0225 -4.0377 140 "S"
79 16.8 18.2 22.9 24.8 8 7 5 6 0.5383 1.4023 1.0766 -1.2503 -2.1205 150 "S"
89 15.4 20.3 22.8 25.5 6 6 6 5 2.913 1.9284 3.2139 0 0.866 79 "S"
115 11.9 19.8 25.4 27.7 2 2 2 2 0.5 -0.6428 0 -1.6087 -1.9926 89 "N"
121 13.4 18.9 25.2 27.5 6 2 1 3 -0.9397 -0.766 -1.9734 -1.9734 -3.1 115 "W"
90 13.3 20.8 23.8 24.5 5 6 6 7 -0.6428 -5.1 -3.1408 -4.7495 -3.2782 121 "W"
82 14.7 19.5 18.1 23.2 2 4 6 4 0.5 0 -1.5 1.0261 -0.684 90 "S"
90 11.3 18.1 21.4 24.1 1 3 5 5 0.342 0.5 0 -1.05 0 82 "N"
77 16.8 19.3 19.5 19.8 7 7 7 8 -1.55 0.5209 1.7101 1.0261 1.0261 90 "N"
97 16.7 19.1 21.6 22.7 7 7 7 7 -0.5 -0.1736 0 0.9848 0 77 "N"
106 13.9 19.1 23.2 25.8 5 1 1 1 0 -1.9696 -1.5321 -2.8191 1.5 97 "W"
98 17.5 19.5 20.5 23.8 7 7 8 6 -0.6428 -3.0642 -3.8302 -5.3623 -4.3301 106 "W"
72 16.4 16.1 16.4 15.9 7 8 8 7 -3.9068 1.2155 1.2155 1.2155 3.5 98 "N"
78 7.8 14.5 16.5 16.5 1 2 6 4 -0.3473 3 3 1.0419 0 72 "N"
94 4.2 14.9 18.2 18.8 0 1 3 1 -1 0.3647 4.4167 2.6354 0.8856 78 "E"
101 4 13.4 18.9 20.5 0 0 0 1 0 0.766 1.05 -0.9397 1.4023 94 "N"
81 6.9 14.6 19.3 20.4 6 1 6 3 0 -0.342 1.55 0.5383 1.9926 101 "N"
110 6.9 15.7 21 22.2 0 0 2 1 0 0.9397 3.0529 1.9734 0.9397 81 "E"
156 6.3 15.1 22.5 24.7 3 3 4 4 0 0.9397 0.3473 1.9284 1.2856 110 "S"
99 10.3 15.1 19.5 19.9 9 7 7 7 0.342 -0.3647 -2.6847 -2.55 -1.3499 156 "W"
74 7.9 13.3 18.9 19.6 0 2 3 5 0 0 -2.3747 -2.6354 -3.1408 99 "W"
64 13.1 16.7 19.7 21.9 7 4 4 5 -0.1736 -2 -2.5981 -1.5 0.5 74 "W"
72 10.9 14 19.6 20.1 9 7 7 6 -0.9848 -0.5209 -3 -5.3623 -2.5 64 "S"
44 15.1 15.8 15.3 17.7 7 7 7 6 -1.7101 -1.5 -0.5 -2 -1.2856 72 "S"
68 7.8 14.2 16.6 16.8 2 5 8 8 0 -0.766 -3.5507 -4.4167 -2.3747 44 "W"
73 11.2 16 17.8 18.6 2 2 3 2 -3.0529 -4.3301 -2.5 -1.7101 0 68 "N"
46 14.2 17.3 17.2 17.5 8 8 8 8 -1.0261 -2.5712 -3.0642 -2.5712 -3.0642 73 "W"
